"filename", "language", "JSON", "TypeScript", "JSON with Comments", "YAML", "PostCSS", "Markdown", "JavaScript", "TypeScript JSX", "XML", "comment", "blank", "total"
"c:\react\polity\src\features\timeline\hooks\useTimelineMode.ts", "TypeScript", 0, 56, 0, 0, 0, 0, 0, 0, 0, 45, 17, 118
"c:\react\polity\src\features\timeline\index.ts", "TypeScript", 0, 70, 0, 0, 0, 0, 0, 0, 0, 6, 7, 83
"c:\react\polity\src\features\timeline\ui\LazyCardComponents.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 118, 0, 60, 28, 206
"c:\react\polity\src\features\timeline\ui\MasonryGrid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 130, 0, 25, 20, 175
"c:\react\polity\src\features\timeline\ui\ModernTimeline.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 722, 0, 20, 54, 796
"c:\react\polity\src\features\timeline\ui\TimelineFilterPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 224, 0, 35, 18, 277
"c:\react\polity\src\features\timeline\ui\TimelineHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 107, 0, 31, 12, 150
"c:\react\polity\src\features\timeline\ui\TimelineModeToggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 101, 0, 23, 11, 135
"c:\react\polity\src\features\timeline\ui\cards\ActionBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 274, 0, 26, 13, 313
"c:\react\polity\src\features\timeline\ui\cards\ActionTimelineCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 327, 0, 36, 25, 388
"c:\react\polity\src\features\timeline\ui\cards\AmendmentTimelineCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 405, 0, 47, 23, 475
"c:\react\polity\src\features\timeline\ui\cards\BlogTimelineCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 174, 0, 28, 17, 219
"c:\react\polity\src\features\timeline\ui\cards\ElectionTimelineCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 423, 0, 49, 29, 501
"c:\react\polity\src\features\timeline\ui\cards\EventTimelineCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 365, 0, 53, 27, 445
"c:\react\polity\src\features\timeline\ui\cards\GroupTimelineCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 268, 0, 31, 17, 316
"c:\react\polity\src\features\timeline\ui\cards\ImageTimelineCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 144, 0, 22, 13, 179
"c:\react\polity\src\features\timeline\ui\cards\QuickComment.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 180, 0, 17, 17, 214
"c:\react\polity\src\features\timeline\ui\cards\ReasonTooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 114, 0, 13, 11, 138
"c:\react\polity\src\features\timeline\ui\cards\StatementTimelineCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 221, 0, 17, 14, 252
"c:\react\polity\src\features\timeline\ui\cards\TimelineCardBase.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 249, 0, 32, 25, 306
"c:\react\polity\src\features\timeline\ui\cards\TodoTimelineCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 318, 0, 19, 22, 359
"c:\react\polity\src\features\timeline\ui\cards\TopicPill.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 163, 0, 14, 11, 188
"c:\react\polity\src\features\timeline\ui\cards\UserTimelineCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 186, 0, 15, 12, 213
"c:\react\polity\src\features\timeline\ui\cards\VideoTimelineCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 193, 0, 28, 18, 239
"c:\react\polity\src\features\timeline\ui\cards\VoteTimelineCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 258, 0, 27, 22, 307
"c:\react\polity\src\features\timeline\ui\cards\index.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 4, 4, 25
"c:\react\polity\src\features\timeline\ui\terminal\CountdownTimer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 142, 0, 21, 28, 191
"c:\react\polity\src\features\timeline\ui\terminal\DecisionRow.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 137, 0, 15, 13, 165
"c:\react\polity\src\features\timeline\ui\terminal\DecisionSidePanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 252, 0, 20, 17, 289
"c:\react\polity\src\features\timeline\ui\terminal\DecisionSummary.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 207, 0, 14, 21, 242
"c:\react\polity\src\features\timeline\ui\terminal\DecisionTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 58, 0, 6, 6, 70
"c:\react\polity\src\features\timeline\ui\terminal\DecisionTerminal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 139, 0, 22, 19, 180
"c:\react\polity\src\features\timeline\ui\terminal\FlashRow.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 112, 0, 19, 18, 149
"c:\react\polity\src\features\timeline\ui\terminal\MobileDecisionCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 122, 0, 10, 8, 140
"c:\react\polity\src\features\timeline\ui\terminal\ResultBadge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 97, 0, 10, 9, 116
"c:\react\polity\src\features\timeline\ui\terminal\StatusBadge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 111, 0, 10, 9, 130
"c:\react\polity\src\features\timeline\ui\terminal\TerminalHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 120, 0, 8, 10, 138
"c:\react\polity\src\features\timeline\ui\terminal\TrendIndicator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 109, 0, 13, 12, 134
"c:\react\polity\src\features\timeline\ui\terminal\VoteProgressBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 145, 0, 15, 13, 173
"c:\react\polity\src\features\timeline\ui\terminal\index.ts", "TypeScript", 0, 45, 0, 0, 0, 0, 0, 0, 0, 3, 3, 51
"c:\react\polity\src\features\timeline\ui\terminal\types.ts", "TypeScript", 0, 69, 0, 0, 0, 0, 0, 0, 0, 43, 34, 146
"c:\react\polity\src\features\timeline\utils\__tests__\content-reasons.test.ts", "TypeScript", 0, 148, 0, 0, 0, 0, 0, 0, 0, 3, 39, 190
"c:\react\polity\src\features\timeline\utils\__tests__\content-scoring.test.ts", "TypeScript", 0, 153, 0, 0, 0, 0, 0, 0, 0, 4, 40, 197
"c:\react\polity\src\features\timeline\utils\__tests__\gradient-assignment.test.ts", "TypeScript", 0, 119, 0, 0, 0, 0, 0, 0, 0, 3, 22, 144
"c:\react\polity\src\features\timeline\utils\accessibility.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 191, 0, 36, 31, 258
"c:\react\polity\src\features\timeline\utils\content-reasons.ts", "TypeScript", 0, 117, 0, 0, 0, 0, 0, 0, 0, 29, 20, 166
"c:\react\polity\src\features\timeline\utils\content-scoring.ts", "TypeScript", 0, 133, 0, 0, 0, 0, 0, 0, 0, 52, 31, 216
"c:\react\polity\src\features\timeline\utils\createTimelineEvent.ts", "TypeScript", 0, 182, 0, 0, 0, 0, 0, 0, 0, 83, 17, 282
"c:\react\polity\src\features\timeline\utils\decision-status.ts", "TypeScript", 0, 85, 0, 0, 0, 0, 0, 0, 0, 26, 18, 129
"c:\react\polity\src\features\timeline\utils\gradient-assignment.ts", "TypeScript", 0, 73, 0, 0, 0, 0, 0, 0, 0, 37, 16, 126
"c:\react\polity\src\features\timeline\utils\image-optimization.ts", "TypeScript", 0, 114, 0, 0, 0, 0, 0, 0, 0, 56, 24, 194
"c:\react\polity\src\features\timeline\utils\own-content-query.ts", "TypeScript", 0, 133, 0, 0, 0, 0, 0, 0, 0, 44, 22, 199
"c:\react\polity\src\features\timeline\utils\public-content-query.ts", "TypeScript", 0, 105, 0, 0, 0, 0, 0, 0, 0, 43, 20, 168
"c:\react\polity\src\features\timeline\utils\trend-calculation.ts", "TypeScript", 0, 80, 0, 0, 0, 0, 0, 0, 0, 31, 22, 133
"c:\react\polity\src\features\timeline\utils\video-thumbnail.ts", "TypeScript", 0, 130, 0, 0, 0, 0, 0, 0, 0, 44, 22, 196
"c:\react\polity\src\features\todos\TodoDetailPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 17, 171
"c:\react\polity\src\features\todos\TodosPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 147, 0, 1, 19, 167
"c:\react\polity\src\features\todos\hooks\useTodoData.ts", "TypeScript", 0, 249, 0, 0, 0, 0, 0, 0, 0, 23, 25, 297
"c:\react\polity\src\features\todos\hooks\useTodoFilters.ts", "TypeScript", 0, 69, 0, 0, 0, 0, 0, 0, 0, 5, 12, 86
"c:\react\polity\src\features\todos\hooks\useTodoStats.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\react\polity\src\features\todos\types\todo.types.ts", "TypeScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 3, 41
"c:\react\polity\src\features\todos\ui\TodoDetailEdit.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 114, 0, 3, 6, 123
"c:\react\polity\src\features\todos\ui\TodoDetailHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 3, 62
"c:\react\polity\src\features\todos\ui\TodoDetailView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 141, 0, 8, 12, 161
"c:\react\polity\src\features\todos\ui\TodoPriorityBadge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 5, 38
"c:\react\polity\src\features\todos\ui\TodoStatusIcon.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 3, 20
"c:\react\polity\src\features\todos\ui\TodosFilters.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 4, 79
"c:\react\polity\src\features\todos\ui\TodosHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 5, 48
"c:\react\polity\src\features\todos\ui\TodosTabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 5, 65
"c:\react\polity\src\features\todos\utils\todoFormatters.ts", "TypeScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"c:\react\polity\src\features\user\hooks\useAvatarUpload.ts", "TypeScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 4, 8, 46
"c:\react\polity\src\features\user\hooks\useFollowUser.ts", "TypeScript", 0, 104, 0, 0, 0, 0, 0, 0, 0, 12, 14, 130
"c:\react\polity\src\features\user\hooks\useStripeCheckout.ts", "TypeScript", 0, 111, 0, 0, 0, 0, 0, 0, 0, 4, 18, 133
"c:\react\polity\src\features\user\hooks\useSubscribeUser.ts", "TypeScript", 0, 111, 0, 0, 0, 0, 0, 0, 0, 12, 15, 138
"c:\react\polity\src\features\user\hooks\useSubscriptionManagement.ts", "TypeScript", 0, 67, 0, 0, 0, 0, 0, 0, 0, 5, 13, 85
"c:\react\polity\src\features\user\hooks\useSubscriptionsFilters.ts", "TypeScript", 0, 104, 0, 0, 0, 0, 0, 0, 0, 6, 14, 124
"c:\react\polity\src\features\user\hooks\useUserData.ts", "TypeScript", 0, 184, 0, 0, 0, 0, 0, 0, 0, 27, 19, 230
"c:\react\polity\src\features\user\hooks\useUserMemberships.ts", "TypeScript", 0, 463, 0, 0, 0, 0, 0, 0, 0, 84, 65, 612
"c:\react\polity\src\features\user\hooks\useUserMembershipsFilters.ts", "TypeScript", 0, 128, 0, 0, 0, 0, 0, 0, 0, 11, 20, 159
"c:\react\polity\src\features\user\hooks\useUserMutations.ts", "TypeScript", 0, 207, 0, 0, 0, 0, 0, 0, 0, 21, 19, 247
"c:\react\polity\src\features\user\hooks\useUserProfileForm.ts", "TypeScript", 0, 114, 0, 0, 0, 0, 0, 0, 0, 4, 14, 132
"c:\react\polity\src\features\user\hooks\useUserSubscriptions.ts", "TypeScript", 0, 90, 0, 0, 0, 0, 0, 0, 0, 15, 11, 116
"c:\react\polity\src\features\user\state\badgeColors.ts", "TypeScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\react\polity\src\features\user\state\gradientColors.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 9, 4, 30
"c:\react\polity\src\features\user\state\useUserWikiContentSearch.ts", "TypeScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 2, 6, 42
"c:\react\polity\src\features\user\state\user.data.ts", "TypeScript", 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 2, 153
"c:\react\polity\src\features\user\types\user.types.ts", "TypeScript", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 10, 96
"c:\react\polity\src\features\user\ui\AboutSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 3, 32
"c:\react\polity\src\features\user\ui\AmendmentCollaborationsTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 5, 63
"c:\react\polity\src\features\user\ui\AmendmentListTab.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 22, 0, 2, 5, 29
"c:\react\polity\src\features\user\ui\AmendmentListTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 5, 116
"c:\react\polity\src\features\user\ui\AmendmentsCard.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 7, 0, 49, 5, 61
"c:\react\polity\src\features\user\ui\AvatarUploadSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 3, 64
"c:\react\polity\src\features\user\ui\BasicInformationSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 3, 48
"c:\react\polity\src\features\user\ui\BlogListTab.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 5, 27
"c:\react\polity\src\features\user\ui\BlogListTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 4, 71
"c:\react\polity\src\features\user\ui\BlogRelationsTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 5, 63
"c:\react\polity\src\features\user\ui\BlogTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\react\polity\src\features\user\ui\BlogsCard.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 4, 20
"c:\react\polity\src\features\user\ui\BlogsCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 5, 46
"c:\react\polity\src\features\user\ui\CalendarViewSelector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 6, 61
"c:\react\polity\src\features\user\ui\ContactInformationSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 3, 78
"c:\react\polity\src\features\user\ui\DayView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 108, 0, 2, 6, 116
"c:\react\polity\src\features\user\ui\EventParticipationsTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 5, 63
"c:\react\polity\src\features\user\ui\GroupListTab.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 5, 27
"c:\react\polity\src\features\user\ui\GroupListTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 5, 69
"c:\react\polity\src\features\user\ui\GroupMembershipsTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 5, 63
"c:\react\polity\src\features\user\ui\GroupsCard.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 6, 0, 13, 4, 23
"c:\react\polity\src\features\user\ui\HashtagsSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 3, 26
"c:\react\polity\src\features\user\ui\MeetingSlotCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 87, 0, 2, 7, 96
"c:\react\polity\src\features\user\ui\MembershipStatusTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 201, 0, 0, 11, 212
"c:\react\polity\src\features\user\ui\MonthView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 95, 0, 1, 6, 102
"c:\react\polity\src\features\user\ui\SocialBar.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 5, 16
"c:\react\polity\src\features\user\ui\SocialBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 71, 0, 2, 6, 79
"c:\react\polity\src\features\user\ui\SocialItem.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 4, 16
"c:\react\polity\src\features\user\ui\SocialItem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 3, 24
"c:\react\polity\src\features\user\ui\StatementCard.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 6, 0, 15, 5, 26
"c:\react\polity\src\features\user\ui\StatementCarousel.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 5, 24
"c:\react\polity\src\features\user\ui\StatementCarousel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 5, 61
"c:\react\polity\src\features\user\ui\StatsBar.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 5, 16
"c:\react\polity\src\features\user\ui\StatsBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 33, 0, 4, 4, 41
"c:\react\polity\src\features\user\ui\StatsItem.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 6, 24
"c:\react\polity\src\features\user\ui\StatsItem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 43, 0, 5, 3, 51
"c:\react\polity\src\features\user\ui\SubscribersTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 6, 100
"c:\react\polity\src\features\user\ui\SubscriptionPlansGrid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 253, 0, 7, 13, 273
"c:\react\polity\src\features\user\ui\SubscriptionStatus.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 290, 0, 3, 22, 315
"c:\react\polity\src\features\user\ui\SubscriptionTypeFilters.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 3, 47
"c:\react\polity\src\features\user\ui\SubscriptionsTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 153, 0, 0, 7, 160
"c:\react\polity\src\features\user\ui\UserAbout.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 6, 17
"c:\react\polity\src\features\user\ui\UserAbout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 3, 15
"c:\react\polity\src\features\user\ui\UserContact.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 5, 16
"c:\react\polity\src\features\user\ui\UserContact.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 3, 35
"c:\react\polity\src\features\user\ui\UserInfoTabs.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 5, 16
"c:\react\polity\src\features\user\ui\UserInfoTabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 3, 31
"c:\react\polity\src\features\user\ui\UserMeetingScheduler.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 936, 0, 34, 63, 1033
"c:\react\polity\src\features\user\ui\UserNetworkFlow.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 669, 0, 51, 76, 796
"c:\react\polity\src\features\user\ui\UserProfileEditForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 11, 124
"c:\react\polity\src\features\user\ui\UserWikiContentTabs.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 4, 31
"c:\react\polity\src\features\user\ui\UserWikiContentTabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 7, 59
"c:\react\polity\src\features\user\ui\UserWikiHeader.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 5, 20
"c:\react\polity\src\features\user\ui\UserWikiHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 3, 19
"c:\react\polity\src\features\user\ui\WeekView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 77, 0, 2, 6, 85
"c:\react\polity\src\features\user\ui\WikiAvatar.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 6, 17
"c:\react\polity\src\features\user\ui\WikiAvatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 18, 0, 4, 3, 25
"c:\react\polity\src\features\user\ui\WikiFollowButton.stories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 16, 0, 1, 6, 23
"c:\react\polity\src\features\user\ui\WikiFollowButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 16, 0, 4, 3, 23
"c:\react\polity\src\features\user\ui\WikiSubscribeButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 16, 0, 4, 3, 23
"c:\react\polity\src\features\user\utils\userWiki.utils.ts", "TypeScript", 0, 89, 0, 0, 0, 0, 0, 0, 0, 6, 7, 102
"c:\react\polity\src\features\user\wiki.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 141, 0, 10, 20, 171
"c:\react\polity\src\global-state\groups.store.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 123, 0, 5, 14, 142
"c:\react\polity\src\global-state\language.store.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 4, 22
"c:\react\polity\src\global-state\screen.store.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 43, 0, 10, 14, 67
"c:\react\polity\src\global-state\theme.store.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 118, 0, 35, 29, 182
"c:\react\polity\src\hooks\use-debounce.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 5, 19
"c:\react\polity\src\hooks\use-instant-upload.ts", "TypeScript", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 8, 51
"c:\react\polity\src\hooks\use-is-touch-device.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23
"c:\react\polity\src\hooks\use-mounted.ts", "TypeScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"c:\react\polity\src\hooks\use-navigation-progress.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 3, 7, 29
"c:\react\polity\src\hooks\use-suggestion-id-assignment.ts", "TypeScript", 0, 60, 0, 0, 0, 0, 0, 0, 0, 14, 16, 90
"c:\react\polity\src\hooks\use-toast.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\react\polity\src\hooks\use-translation.ts", "TypeScript", 0, 65, 0, 0, 0, 0, 0, 0, 0, 15, 17, 97
"c:\react\polity\src\hooks\use-unread-counts.ts", "TypeScript", 0, 190, 0, 0, 0, 0, 0, 0, 0, 16, 24, 230
"c:\react\polity\src\hooks\use-upload-file.ts", "TypeScript", 0, 105, 0, 0, 0, 0, 0, 0, 0, 5, 26, 136
"c:\react\polity\src\hooks\useAutoSave.ts", "TypeScript", 0, 119, 0, 0, 0, 0, 0, 0, 0, 77, 30, 226
"c:\react\polity\src\hooks\useInfiniteScroll.ts", "TypeScript", 0, 39, 0, 0, 0, 0, 0, 0, 0, 30, 8, 77
"c:\react\polity\src\hooks\usePushSubscription.ts", "TypeScript", 0, 242, 0, 0, 0, 0, 0, 0, 0, 39, 54, 335
"c:\react\polity\src\i18n\i18n-sync-provider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 25, 0, 7, 8, 40
"c:\react\polity\src\i18n\i18n.ts", "TypeScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 5, 5, 46
"c:\react\polity\src\i18n\i18n.types.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\react\polity\src\i18n\locales\de\common.ts", "TypeScript", 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 1, 191
"c:\react\polity\src\i18n\locales\de\components.ts", "TypeScript", 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 1, 139
"c:\react\polity\src\i18n\locales\de\deTranslation.ts", "TypeScript", 0, 66, 0, 0, 0, 0, 0, 0, 0, 10, 12, 88
"c:\react\polity\src\i18n\locales\de\features\amendments\index.ts", "TypeScript", 0, 334, 0, 0, 0, 0, 0, 0, 0, 1, 1, 336
"c:\react\polity\src\i18n\locales\de\features\auth\index.ts", "TypeScript", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 1, 97
"c:\react\polity\src\i18n\locales\de\features\blogs\index.ts", "TypeScript", 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 1, 172
"c:\react\polity\src\i18n\locales\de\features\calendar\index.ts", "TypeScript", 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 1, 78
"c:\react\polity\src\i18n\locales\de\features\create\index.ts", "TypeScript", 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 1, 71
"c:\react\polity\src\i18n\locales\de\features\documents\index.ts", "TypeScript", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44
"c:\react\polity\src\i18n\locales\de\features\editor\index.ts", "TypeScript", 0, 104, 0, 0, 0, 0, 0, 0, 0, 11, 9, 124
"c:\react\polity\src\i18n\locales\de\features\events\index.ts", "TypeScript", 0, 432, 0, 0, 0, 0, 0, 0, 0, 10, 1, 443
"c:\react\polity\src\i18n\locales\de\features\groups\index.ts", "TypeScript", 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 1, 119
"c:\react\polity\src\i18n\locales\de\features\index.ts", "TypeScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 2, 38
"c:\react\polity\src\i18n\locales\de\features\meet\index.ts", "TypeScript", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
